buy_amount,volume,sell_amount,gain,buy_sequence_number,sell_sequence_number,pnl
10,0.00012192655168911559,10.001026621565222,True,23,43,0.0010266215652219302
10,0.00012192655168911559,10.001082707779,True,25,45,0.002109329344222033
10,0.00012192655168911559,10.001082707779,True,26,46,0.0031920371232221356
10,0.00012192655168911559,10.00103249862729,True,27,47,0.0042245357505112935
10,0.00012192655168911559,10.00103149862729,True,28,48,0.0052560343778012
10,0.00012192655168911559,10.001078322468663,True,29,49,0.0063343568464642175
10,0.00012192655168911559,10.001082707779,True,30,50,0.00741706462546432
10,0.00012192655168911559,10.001101707779,True,31,51,0.008518772404464414
10,0.00012192655168911559,10.001082707779,True,32,52,0.009601480183464517
10,0.0001219133371727907,9.999190495441173,False,44,64,0.008791975624637516
10,0.0001219133371727907,9.999190495441173,False,45,65,0.007982471065810515
10,0.0001219133371727907,9.999190495441173,False,46,66,0.007172966506983514
10,0.00012191396141618184,9.999241695159991,False,48,68,0.006414661666974908
10,0.00012190960670863689,9.998884527098616,False,50,70,0.005299188765590657
10,0.00012191332230993072,9.999189276406637,False,52,72,0.004488465172228118
10,0.00012191332230993072,9.999189276406637,False,53,73,0.0036777415788655787
10,0.0001219133371727907,9.999190495441173,False,54,74,0.0028682370200385776
10,0.0001219133371727907,9.999179523240826,False,55,75,0.0020477602608650614
10,0.00012192319204670633,9.999987807680794,False,64,84,0.0020355679416592665
10,0.00012192320423902554,9.999988807679577,False,75,95,0.0020243756212359187
10,0.00012192332583423598,9.999998780766742,False,77,97,0.002023156387977565
10,0.00012192332583423598,9.999998780766742,False,78,98,0.002021937154719211
10,0.00012192332583423598,9.999998780766742,False,79,99,0.0020207179214608573
10,0.00012192332583423598,9.999998780766742,False,80,100,0.0020194986882025034
10,0.00012192332583423598,9.999998780766742,False,81,101,0.0020182794549441496
10,0.00012192332583423598,9.999998780766742,False,82,102,0.002017060221685796
10,0.00012192332583423598,9.999998780766742,False,83,103,0.002015840988427442
10,0.00012192332583423598,9.999998780766742,False,84,104,0.002014621755169088
10,0.00012192332583423598,9.999998780766742,False,85,105,0.0020134025219107343
10,0.00012192332583423598,9.999998780766742,False,86,106,0.0020121832886523805
10,0.00012192332583423598,9.999998780766742,False,87,107,0.0020109640553940267
10,0.00012192332583423598,9.999998780766742,False,88,108,0.002009744822135673
